25;CAT 4;"25   Sam Jaguar Bulk carrier Liberia 31760
9637428";"16/03/20
0511 hrs";"1° 8.02' N,
103° 31.32' E
In the precautionary area in the Singapore Strait, about
6.8 nm east off Pulau
Karimum Kecil, Indonesia
(SOMS)"
25;;;;
25;;;;
26;CAT 3;"26   Au Libra
Chemical/oil product tanker
Panama 7092
9236339";"23/03/20
0255 hrs";"13° 45.11' N
121° 2.21' E
Batangas Port, Philippines"
26;;;;
27;CAT 4;"27   Naashi
Jack-up barge Panama
2910
8762898";"25/03/20
2020 hrs";"21° 24.1' N
72° 20.2' E
Off Alang Anchorage, India"
27;;;;
27;;;;
28;CAT 4;"28   Bumblebee
Bulk carrier";"04/04/20
2130 hrs";"3° 41' S,
114° 26' E"
28;;Marshall    Islands;;
28;;"31250
9479046";;Taboneo Anchorage, South Kalimantan, Indonesia
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
28;;;;
29;CAT 4;"29   Leyla K
Tanker
Marshall Islands 63304
9430313";"11/04/20
1030 hrs";"1°42.5' N,
104° 28.7' E
Approximately 15 nm east
of Tanjung Kelesa, Johor, Malaysia"
29;;;;
30;CAT 4;"30   Jasmine
Bulk carrier Liberia 31756
9514327";"12/04/20
0500 hrs";"3° 41.4' S,
114° 27.1' E
Taboneo Anchorage, Indonesia"
30;;;;
31;CAT 3;"31   NYKJoanna Container ship Singapore 27003
9387449";"14/04/20
";14° 36.05' N,
31;;;0248 hrs;120° 52.15' E
31;;;;Approximately
31;;;;4 nm west
31;;;;of Manila
31;;;;International
31;;;;Container
31;;;;Terminal
31;;;;(MICT)
31;;;;Breakwater,
31;;;;Philippines
32;CAT 4;"32   Palais
Bulk carrier Marshall Islands 41605
9646649";"16/04/20
";1° 14.95' N,
32;;;0100 hrs;104° 6.33' E
32;;;;Approximately
32;;;;3.2 nm north
32;;;;of Nongsa
32;;;;Point, Pulau
32;;;;Batam,
32;;;;Indonesia in
32;;;;the eastbound
32;;;;lane of the
32;;;;TSS in the
32;;;;Singapore
32;;;;Strait
32;;;;(SOMS)
33;CAT 4;33   Arafura;"16/04/20
";2° 29.5' N,
33;;VLCC;0800 hrs;105° 5.8' E
33;;Belgium;;
33;;154163;;Approximately
33;;9728708;;40nm
33;;;;southwest
33;;;;of Anambas
33;;;;Island,
33;;;;Indonesia
33;;;;(South China
33;;;;Sea)
34;CAT 4;34   Seafrost;"18/04/20
";21° 25.9' N,
34;;"Oil/chemical/gas tanker Palau
11013
8517061";2354 hrs;"72° 19.8' E
Off Alang Anchorage, India"
34;;;;
34;;;;
35;CAT 4;"35   MTMasagana Tanker Bermuda
8627
9404895";"20/04/20
0145 hrs";"10° 21' N,
107° 2' E"
35;;;;Vung Tau Anchorage, Vietnam
35;;;;
36;CAT 3;"36   Horizon II
Bulk carrier Panama 63993
9537563";"22/04/20
";1° 15.11' N,
36;;;2309 hrs;104° 4.83' E
36;;;;Approximately
36;;;;2.9 nm north
36;;;;of Pulau
36;;;;Nongsa,
36;;;;Indonesia in
36;;;;the eastbound
36;;;;lane of the
36;;;;TSS in the
36;;;;Singapore
36;;;;Strait
36;;;;(SOMS)
37;CAT 4;"37   APllai
Bulk carrier Panama 32987
9491393";"29/04/20
0500 hrs";"3° 41.43' S,
114° 25.95' E
Taboneo Anchorage, Indonesia"
37;;;;
38;CAT 4;38   Chem Ranger;"30/04/20
";1° 16.7' N,
38;;Tanker;0515 hrs;104° 16.9' E
38;;Marshall Islands;;
38;;16411;;Approximately
38;;9490296;;6.2 nm
38;;;;northwest
38;;;;of Tanjung
38;;;;Tondong,
38;;;;Pulau Bintan,
38;;;;Indonesia in
38;;;;the eastbound
38;;;;lane of the
38;;;;TSS in the
38;;;;Singapore
38;;;;Strait
38;;;;(SOMS)
39;CAT 3;39   Torm Lotte;"04/05/20
";1° 37' N,
39;;Tanker;0350 hrs;104° 53' E
39;;Denmark;;
39;;29325;;Approximately
39;;9392468;;33 nm
39;;;;northeast of
39;;;;Pulau Bintan,
39;;;;Indonesia
39;;;;{South China
39;;;;Sea)
40;CAT 4;"40   Star Glory
Bulk carrier";"05/05/20
2330 hrs";"0° 16' S,
117° 35' E"
40;;Cayman Islands {UK);;
40;;33232;;Muara Berau
40;;9503990;;Anchorage,
40;;;;Indonesia
40;;;;
41;CAT 2;"41    Vega Aquarius Bulk carrier Liberia
33044
9429170";"09/05/20
";1° 15.1' N,
41;;;2345 hrs;104° 4.48' E
41;;;;Approximately
41;;;;3 nm north of
41;;;;Pulau Nongsa,
41;;;;Indonesia in
41;;;;the eastbound
41;;;;lane of the
41;;;;TSS in the
41;;;;Singapore
41;;;;Strait
41;;;;(SOMS)
42;CAT 4;42   Dolphin I;"15/05/20
";1° 13.85' N,
42;;Tug boat;1850 hrs;103° 30.08' E
42;;Comoros;;
42;;499;;Approximately
42;;9541899;;2.2 nm south­
42;;;;southwest
42;;Kim Heng 191;;of Tanjung
42;;Barge;;Piai, Johor,
42;;Comoros;;Malaysia in
42;;;;the westbound
42;;;;lane of the
42;;;;TSS in the
42;;;;Singapore
42;;;;Strait
42;;;;(SOMS)
43;CAT 4;"43   MTM  Penang Petroleum/Chemical tanker
Singapore 13122
9712591";"16/05/20
0400 hrs";"3° 47.3' N,
98° 41.8' E
Terminal Ujung Baru 107, Belawan Port, Indonesia"
43;;;;
44;CAT 3;"44   ST/ Precision
Tanker
Marshall Islands 43142
9760213";"17/05/20
0130 hrs";"5° 58.7' S,
105°56' E
Anyer Anchorage, Indonesia"
44;;;;
44;;;;
45;CAT 3;45   Ocean leader;"17/05/20
";1° 5.3' N,
45;;"Petroleum/Chemical tanker
Singapore 11999
9402835";0400 hrs;"104° 10.8' E
Tanjung Uban Anchorage, Indonesia"
45;;;;
45;;;;
46;CAT 3;"46   Torm Venture Tanker Denmark 42048
9307798";"18/05/20
0225 hrs";"5° 54' S,
105°59' E
Merak Anchorage, Indonesia"
46;;;;
47;CAT 4;"47   SMS Sangatta Tug boat Indonesia
372
9637519
Winposh Resolve Supply vessel Indonesia";"18/05/20
2247 hrs";"1° 13.35' N,
104° 6.53' E
Approximately
2.1 nm northeast of Pulau Nongsa, Indonesia, just outside (south) of the TSS in the Singapore Strait"
47;;;;(SOMS)
47;;;;
48;CAT 4;48   Baltic Cove;"22/05/20
";20° 57.2' N,
48;;Bulk carrier;0130 hrs;107° 18.8' E
48;;Liberia;;
48;;23456;;Campha
48;;9450727;;Anchorage,
48;;;;Vietnam
49;CAT 4;"49   FSL Osaka Petroleum/chemical tanker
Singapore 28063
9354519";"24/05/20
2200 hrs";"22° 16.27' N,
91° 48.64' E
DoJ Berth #6, Chittagong Port, Bangladesh"
49;;;;
50;CAT 4;"50   Red Daisy Bulk carrier Panama 34830
9767584";"29/05/20
0420 hrs";"0° 16.45' S,
117° 36.7' E
Muara Berau Anchorage, Indonesia"
50;;;;
51;CAT 4;"51   Dubai Crown Bulk carrier Panama 30738
9326378";"02/06/20
1900 hrs";"0° 15.94' S,
117° 36.84' E
Muara Berau Anchorage, Indonesia"
51;;;;
52;CAT 4;52   Seaspan Fraser;"13/06/20
";14° 35.7' N,
52;;Container ship;0325 hrs;120° 51.48' E
52;;Hong Kong, China;;
52;;41225;;MICT
52;;9351608;;Anchorage,
52;;;;Manila,
52;;;;Philippines
53;CAT 4;53   Osaka Bay;"14/06/20
";10° 13.2' N,
53;;Bulk carrier;0001 hrs;107° 2.3' E
53;;Hong Kong, China;;
53;;31863;;Vung Tau
53;;9789922;;Anchorage,
53;;;;Vietnam
54;CAT 4;"54   BW Zambesi Tanker Singapore 43885
9393101";"17/06/20
0200 hrs";"5° 54.2' S,
105°59' E
Merak Anchorage, Indonesia"
54;;;;
55;CAT 4;55   Asia Energy;"26/06/20
";14° 33.35' N,
55;;Tanker;2217 hrs;120° 48.7' E
55;;Bahamas;;
55;;101427;;Manila
55;;9606950;;Anchorage,
55;;;;Philippines
56;CAT 4;56   Cardinal;"28/06/20
";1° 16.55' N,
56;;Bulk carrier;0311 hrs;104° 13.83' E
56;;Marshall Islands;;
56;;30645;;Approximately
56;;9274575;;7.7 nm
56;;;;northwest
56;;;;of Tanjung
56;;;;Tondang,
56;;;;Pulau Bintan,
56;;;;Indonesia in
56;;;;the eastbound
56;;;;ane of the
56;;;;TSS in the
56;;;;Singapore
56;;;;Strait
56;;;;(SOMS)
57;CAT 4;"57   Frio Olympic Reefer Vessel Panama
8487
8801802";"02/07/20
0040 hrs";"1° 16.88' N,
104° 19.1' E
Approximately
5.8 nm northwest of Tanjung Pergam,
Pulau Bintan, Indonesia in the eastbound lane of the TSS in the Singapore Strait
(SOMS)"
57;;;;
58;CAT 4;58   Wolverine;"12/07/20
";1° 16.36' N,
58;;Bulk carrier;0215 hrs;104° 15.36' E
58;;Marshall Islands;;
58;;34779;;Approximately
58;;9711327;;6.6nm
58;;;;northwest
58;;;;of Tanjung
58;;;;Tondang,
58;;;;Pulau Bintan,
58;;;;Indonesia in
58;;;;the eastbound
58;;;;ane of the
58;;;;TSS in the
58;;;;Singapore
58;;;;Strait
58;;;;(SOMS)
59;CAT 3;59   MWVFalcon;"16/07/20
";16° 58.7' N,
59;;Offshore supply vessel;2015 hrs;82° 16.75' E
59;;Singapore;;
59;;5312;;Jetty No NRW-
59;;9779290;;3, Kakinada,
59;;;;India
59;;;;
60;CAT 4;"60   Newark
Container ship Liberia
35573
9322504";"20/07/20
0340 hrs";"14° 32.66' N,
120° 55.15' E
Vicinity waters of Manila Bay Quarantine Anchorage Area South Harbour, Manila, Philippines"
60;;;;
60;;;;
61;CAT 4;"61   BS Ayres
Tug boat";"26/07/20
0837 hrs";"1° 11.5' N,
103° 32.3' E"
61;;Singapore;;
61;;"299
9740287";;"Approximately
4.4 nm from Tanjung"
61;;8S27;;Piai, Johor,
61;;Flat top deck cargo;;Malaysia in the
61;;barge;;precautionary
61;;Singapore;;area in the
61;;4506;;Singapore
61;;;;Strait
61;;;;(SOMS)
62;CAT 4;"62   Name withheld
Tanker Saudi Arabia 29166";"12/08/20
0315 hrs";"1° 42.8' N,
101° 27.8' E
Dumai Inner Anchorage, Indonesia"
62;;;;
63;CAT 2;"63   Pacific Sapphire Chemical/oil product tanker
Hong Kong, China 11572
9508158";"14/08/20
1000 hrs";"13° 46' N,
120°59' E
Bauan Batangas Terminal Inc., Philippines"
63;;;;
63;;;;
64;CAT 2;"64   Vienna Wood N
Bulk carrier
Hong Kong, China 31540
9593713";"20/08/20
2021 hrs";"13° 44.18' N,
121° 1.46' E
Batangas Bay Anchorage Area, Philippines"
64;;;;
64;;;;
64;;;;
65;CAT 4;65   GS Fabulous;"25/08/20
";5° 49' N,
65;;Petroleum/chemical;0500 hrs;118° 7' E
65;;tanker;;
65;;Singapore;;Sandakan
65;;11261;;Inner
65;;9421269;;Anchorage,
65;;;;Sabah, East
65;;;;Malaysia
66;CAT 3;66   Stolt Perseverance;"28/08/20
";1° 42.8' N,
66;;Chemical tanker;2005 hrs;101° 26.6' E
66;;Cayman Islands;;
66;;25196;;Dumai
66;;9124471;;Anchorage,
66;;;;Indonesia
67;CAT 3;67   Amina;"29/08/20
";1° 16.93' N,
67;;Bulk carrier;2324 hrs;104° 16.78' E
67;;Iran;;
67;;40166;;Approximately
67;;9305192;;6.9 nm north­
67;;;;northwest
67;;;;of Tanjung
67;;;;Pergam,
67;;;;Pulau Bintan,
67;;;;Indonesia in
67;;;;the eastbound
67;;;;lane of the
67;;;;TSS in the
67;;;;Singapore
67;;;;Strait
67;;;;(SOMS)
68;CAT 4;68   Sea Diamond;"30/08/20
";1° 16.35' N,
68;;Bulk carrier;0040 hrs;104° 15.71' E
68;;Marsha    sands;;
68;;40690;;Approximately
68;;9374181;;7 nm off
68;;;;Tanjung
68;;;;Pergam,
68;;;;Pulau Bintan,
68;;;;Indonesia in
68;;;;the eastbound
68;;;;lane of the
68;;;;TSS in the
68;;;;Singapore
68;;;;Strait
68;;;;(SOMS)
69;CAT 4;69   AAL Nanjing;"04/09/20
";14° 31.85' N,
69;;General cargo ship;0330 hrs;120° 50.6' E
69;;Liberia;;
69;;14053;;South
69;;9521552;;Anchorage
69;;;;Area, Manila,
69;;;;Philippines
70;CAT 3;"70   Ela
Container ship Liberia
18358
9516777";"05/09/20
0220 hrs";"14° 35.66' N,
120° 52.15' E
Manila Anchorage, Philippines"
70;;;;
71;CAT 4;"71   Arguello
Container ship Liberia
40839
9409027";"06/09/20
";14° 33.42' N,
71;;;0433 hrs;120° 52.35' E
71;;;;South Harbour
71;;;;Anchorage
71;;;;Area, Manila,
71;;;;Philippines
72;CAT 4;72   Uni Blossom;"23/09/20
";1° 15.4' N,
72;;Bulk carrier;0001 hrs;104° 5.5' E
72;;Hong Kong, China;;
72;;23303;;Approximately
72;;9816567;;3.5 nm
72;;;;northeast of
72;;;;Pulau Nongsa,
72;;;;Indonesia in
72;;;;the eastbound
72;;;;lane of the
72;;;;TSS in the
72;;;;Singapore
72;;;;Strait
72;;;;(SOMS)
73;CAT 4;73   Champion Prince;"30/09/20
";1°31.1' N,
73;;Tanker;0400 hrs;104° 49' E
73;;Singapore;;
73;;59024;;Approximately
73;;9488011;;22.4 nm
73;;;;northeast
73;;;;of Tanjung
73;;;;Berakit,
73;;;;Pulau Bintan,
73;;;;Indonesia
73;;;;(South China
73;;;;Sea)
74;CAT 4;74   Name withheld Offshore supply vessel Singapore;"04/10/20
0004 hrs";"17° 4.99' N,
82° 24.77' E
Kakinada OPL Anchorage, India"
74;;;;
74;;;;
75;CAT 4;75   Ganj;"11/10/20
";1° 16.42' N,
75;;Bulk carrier;0026 hrs;104° 13.92' E
75;;Iran;;
75;;40166;;Approximately
75;;9305219;;7.2 nm
75;;;;northwest
75;;;;of Tanjung
75;;;;Tondang,
75;;;;Pulau Bintan,
75;;;;Indonesia in
75;;;;the eastbound
75;;;;ane of the
75;;;;TSS in the
75;;;;Singapore
75;;;;Strait
75;;;;(SOMS)
76;CAT 4;76   FSL New York;"13/10/20
";1° 16.55' N,
76;;Petroleum/Chemical;2330 hrs;104° 15.06' E
76;;tanker;;
76;;Singapore;;Approximately
76;;11587;;6.9 nm
76;;9340453;;northwest
76;;;;of Tanjung
76;;;;Tondang,
76;;;;Pulau Bintan,
76;;;;Indonesia in
76;;;;the eastbound
76;;;;lane of the
76;;;;TSS in the
76;;;;Singapore
76;;;;Strait
76;;;;(SOMS)
77;CAT 4;77   lanM;"14/10/20
";1° 17.4' N,
77;;Bulk carrier;0040 hrs;104° 20' E
77;;Liberia;;
77;;93916;;Approximately
77;;9434773;;5.9 nm north
77;;;;of Tanjung
77;;;;Pergam,
77;;;;Pulau Bintan,
77;;;;Indonesia in
77;;;;the eastbound
77;;;;lane of the
77;;;;TSS in the
77;;;;Singapore
77;;;;Strait
77;;;;(SOMS)
78;CAT 4;78   Seajourney;"25/10/20
";1° 15.03' N,
78;;Bulk carrier;2309 hrs;104° 6.15' E
78;;Marshall Islands;;
78;;43152;;Approximately
78;;9392456;;3.1 nm from
78;;;;Nongsa Point,
78;;;;Pulau Batam,
78;;;;Indonesia in
78;;;;the eastbound
78;;;;lane of the
78;;;;TSS in the
78;;;;Singapore
78;;;;Strait
78;;;;(SOMS)
79;CAT 4;79   A Racer;"26/10/20
";1° 14.55' N,
79;;Bulk carrier;0046 hrs;104° 4.43' E
79;;Liberia;;
79;;16041;;Approximately
79;;9086318;;2.3 nm north
79;;;;of Nongsa,
79;;;;Pulau Batam,
79;;;;Indonesia in
79;;;;the eastbound
79;;;;lane of the
79;;;;TSS in the
79;;;;Singapore
79;;;;Strait
79;;;;(SOMS)
80;CAT 4;"80   El Matador Bulk carrier Cyprus 36394
9750048";"26/10/20
0130 hrs";"1° 14.6' N,
104° 7.58' E
Approximately
3.2 nm from Nongsa Point, Pulau Batam, Indonesia in the eastbound lane of the TSS in the Singapore Strait
(SOMS)"
80;;;;
80;;;;
81;CAT 4;81   SG Friendship;"28/10/20
";1° 42.5' N,
81;;Chemical tanker;0405 hrs;101° 28.2' E
81;;Panama;;
81;;11594;;Dumai
81;;9288576;;Anchorage,
81;;;;Indonesia
82;CAT 4;82   Hanyang;"30/10/20
";10° 45.5' N,
82;;Bulk carrier;0800 hrs;106° 43.7' E
82;;Singapore;;
82;;24785;;Saigon River,
82;;9714226;;Ho Chi Minh
82;;;;City, Vietnam
83;CAT 4;83   Cape Martin;"03/11/20
";10° 14.8' N,
83;;Container ship;0130 hrs;107° 0.9' E
83;;Cyprus;;
83;;28007;;Vung Tau
83;;9360245;;Anchorage
83;;;;"(on ""H19""),"
83;;;;Vietnam
84;CAT 4;84   Zeno;"08/11/20
";1° 16.47' N,
84;;Tanker;2125 hrs;104° 12.53' E
84;;Liberia;;
84;;79668;;Approximately
84;;9247429;;4.4 nm south
84;;;;of Tanjung
84;;;;Bulat, East
84;;;;Johar,
84;;;;Malaysia in
84;;;;the eastbound
84;;;;lane of
84;;;;the Traffic
84;;;;Separation
84;;;;Scheme
84;;;;(TSS) in the
84;;;;Singapore
84;;;;Strait
84;;;;(SOMS)
85;CAT 4;85   Lefkada;"09/11/20
";1° 17.71' N,
85;;Bulk carrier;0220 hrs;104° 20.02' E
85;;Liberia;;
85;;23306;;Approximately
85;;9767546;;5.4 nm
85;;;;southeast
85;;;;of Tanjung
85;;;;Ramunia,
85;;;;East Johor,
85;;;;Malaysia in
85;;;;the eastbound
85;;;;lane of the
85;;;;TSS in the
85;;;;Singapore
85;;;;Strait
85;;;;(SOMS)
86;CAT 4;86   Atlantic Diana;"09/11/20
";1° 16.73' N,
86;;Bulk carrier;0308 hrs;104° 18.02' E
86;;Panama;;
86;;17018;;Approximately
86;;9515539;;5.7 nm
86;;;;northwest
86;;;;of Tanjung
86;;;;Pergam,
86;;;;Pulau Bintan,
86;;;;Indonesia in
86;;;;the eastbound
86;;;;ane of the
86;;;;TSS in the
86;;;;Singapore
86;;;;Strait
86;;;;(SOMS)
87;CAT 4;"87   Asia Spring Bulk carrier Panama 39994
9223320";"17/11/20
";1° 15.19' N,
87;;;2255 hrs;104° 4.34' E
87;;;;Approximately
87;;;;2.9 nm north
87;;;;of Pulau
87;;;;Nongsa,
87;;;;Indonesia in
87;;;;the eastbound
87;;;;lane of the
87;;;;TSS in the
87;;;;Singapore
87;;;;Strait
87;;;;(SOMS)
88;CAT 3;"88   MTM  Amsterdam Petroleum/chemical tanker
Singapore 12184
9776444";"19/11/20
";1° 16.96' N,
88;;;0419 hrs;104° 14.95' E
88;;;;Approximately
88;;;;10.6 nm from
88;;;;Pu au Nongsa,
88;;;;Indonesia in
88;;;;the eastbound
88;;;;lane of the
88;;;;TSS in the
88;;;;Singapore
88;;;;Strait
88;;;;(SOMS)
89;CAT 4;"89   Asia Emerald Ill Bulk carrier Singapore 33045
9530682";"19/11/20
";20° 55.79' N,
89;;;1730 hrs;107° 18.06' E
89;;;;Inner
89;;;;Anchorage,
89;;;;Campha,
89;;;;Vietnam
90;CAT 2;"90   TW 5320/6 F
Fishing boat Malaysia";"20/11/20
1550 hrs";Tanjung Hantu area, lnderasabah, Tawau, East Malaysia
90;;;;
91;CAT 3;91   Fairchem Sword;"25/11/20
";1° 42.93' N,
91;;Tanker;0415 hrs;101° 26.48' E
91;;Marsha    sands;;
91;;11752;;Dumai
91;;9673678;;Anchorage,
91;;;;Indonesia
92;CAT 3;92   Epic Bolivar;"25/11/20
";22° 22.99' N,
92;;Tanker;2105 hrs;89° 37.37' E
92;;Singapore;;
92;;6036;;Pussur River,
92;;9254264;;Mongla,
92;;;;Bangladesh
93;CAT 4;"93   Semirio
Bulk carrier Marshall Islands 88995
9406893";"30/11/20
";1° 16.4' N,
93;;;0620 hrs;104° 15.5' E
93;;;;Approximately
93;;;;6.4 nm
93;;;;northwest
93;;;;of Tanjung
93;;;;Tondang,
93;;;;Pulau Bintan,
93;;;;Indonesia in
93;;;;the eastbound
93;;;;lane of the
93;;;;TSS in the
93;;;;Singapore
93;;;;Strait
93;;;;(SOMS)
94;CAT 2;94   Bridgewater 80;"12/12/20
";21° 48.8' N,
94;;Tug boat/Supply vesse;1850 hrs;91° 42.5' E
94;;Singapore;;
94;;1705;;West of
94;;9299848;;Kutubdia,
94;;;;Bangladesh
95;CAT 2;95   Vantage Rider;"15/12/20
";1° 44' N,
95;;Bulk carrier;2100 hrs;101° 22' E
95;;Liberia;;
95;;18481;;Lubuk Guang
95;;9613226;;Port, Dumai,
95;;;;Indonesia
96;CAT 4;"96   Kota Anggerik Container ship Singapore 17652
9175597";"13/03/20
2010 hrs";"3° 55.5' N,
98° 46.3' E
Belawan Anchorage, Indonesia"
97;CAT 4;"97   Global Phenix LPG tanker Panama
5917
9552719";"08/07/20
1404 hrs";"3° 27.5' N,
108° 40.9' E
Approximately 23nm southeast of Natuna Island,
Indonesia"
97;;;;
97;;;;(South China Sea)
